task_id	name	status	exit	realtime	peak_vmem
23	generate_data_benchmark (grid row: 22)	COMPLETED	0	10.9s	726 MB
27	generate_data_benchmark (grid row: 26)	COMPLETED	0	3.7s	563.4 MB
29	generate_data_benchmark (grid row: 28)	COMPLETED	0	3.7s	563.4 MB
28	generate_data_benchmark (grid row: 27)	COMPLETED	0	3.8s	563.4 MB
38	generate_data_benchmark (grid row: 37)	COMPLETED	0	7.5s	605.8 MB
37	generate_data_benchmark (grid row: 36)	COMPLETED	0	7.4s	605.8 MB
40	generate_data_benchmark (grid row: 39)	COMPLETED	0	7.4s	605.8 MB
39	generate_data_benchmark (grid row: 38)	COMPLETED	0	7.3s	605.8 MB
41	generate_data_benchmark (grid row: 40)	COMPLETED	0	7.2s	605.8 MB
42	generate_data_benchmark (grid row: 41)	COMPLETED	0	8.1s	678.3 MB
43	generate_data_benchmark (grid row: 42)	COMPLETED	0	10.7s	678.3 MB
45	generate_data_benchmark (grid row: 44)	COMPLETED	0	10.6s	678.3 MB
44	generate_data_benchmark (grid row: 43)	COMPLETED	0	10.6s	678.3 MB
46	generate_data_benchmark (grid row: 45)	COMPLETED	0	10.5s	678.3 MB
47	generate_data_benchmark (grid row: 46)	COMPLETED	0	5.2s	592.7 MB
49	generate_data_benchmark (grid row: 48)	COMPLETED	0	5.2s	592.7 MB
48	generate_data_benchmark (grid row: 47)	COMPLETED	0	5.1s	592.7 MB
50	generate_data_benchmark (grid row: 49)	COMPLETED	0	4.4s	592.7 MB
51	generate_data_benchmark (grid row: 50)	COMPLETED	0	5.2s	592.7 MB
52	generate_data_benchmark (grid row: 51)	COMPLETED	0	5.2s	592.3 MB
53	generate_data_benchmark (grid row: 52)	COMPLETED	0	5.2s	592.3 MB
22	generate_data_benchmark (grid row: 21)	COMPLETED	0	13.2s	726 MB
24	generate_data_benchmark (grid row: 23)	COMPLETED	0	13.1s	726 MB
25	generate_data_benchmark (grid row: 24)	COMPLETED	0	13.1s	726 MB
26	generate_data_benchmark (grid row: 25)	COMPLETED	0	13s	726 MB
54	generate_data_benchmark (grid row: 53)	COMPLETED	0	5.1s	592.2 MB
55	generate_data_benchmark (grid row: 54)	COMPLETED	0	5.1s	592.2 MB
56	generate_data_benchmark (grid row: 55)	COMPLETED	0	5s	592.2 MB
57	generate_data_benchmark (grid row: 56)	COMPLETED	0	4.2s	591.4 MB
58	generate_data_benchmark (grid row: 57)	COMPLETED	0	4.2s	591.4 MB
59	generate_data_benchmark (grid row: 58)	COMPLETED	0	4.2s	591.4 MB
60	generate_data_benchmark (grid row: 59)	COMPLETED	0	6.2s	591.4 MB
61	generate_data_benchmark (grid row: 60)	COMPLETED	0	6s	591.4 MB
62	generate_data_benchmark (grid row: 61)	COMPLETED	0	6s	590.8 MB
63	generate_data_benchmark (grid row: 62)	COMPLETED	0	6s	590.8 MB
64	generate_data_benchmark (grid row: 63)	COMPLETED	0	5.7s	590.8 MB
65	generate_data_benchmark (grid row: 64)	COMPLETED	0	5.7s	590.8 MB
66	generate_data_benchmark (grid row: 65)	COMPLETED	0	5.6s	590.8 MB
67	generate_data_benchmark (grid row: 66)	COMPLETED	0	5.3s	592.3 MB
68	generate_data_benchmark (grid row: 67)	COMPLETED	0	3.9s	592.3 MB
69	generate_data_benchmark (grid row: 68)	COMPLETED	0	4.6s	592.3 MB
71	generate_data_benchmark (grid row: 70)	COMPLETED	0	4.7s	592.3 MB
70	generate_data_benchmark (grid row: 69)	COMPLETED	0	4.6s	592.3 MB
72	generate_data_benchmark (grid row: 71)	COMPLETED	0	4.9s	592.3 MB
73	generate_data_benchmark (grid row: 72)	COMPLETED	0	4.9s	592.3 MB
75	generate_data_benchmark (grid row: 74)	COMPLETED	0	4.8s	592.3 MB
74	generate_data_benchmark (grid row: 73)	COMPLETED	0	4.8s	592.3 MB
76	generate_data_benchmark (grid row: 75)	COMPLETED	0	4.3s	592.3 MB
78	generate_data_benchmark (grid row: 77)	COMPLETED	0	4.9s	592.3 MB
77	generate_data_benchmark (grid row: 76)	COMPLETED	0	4.9s	592.3 MB
79	generate_data_benchmark (grid row: 78)	COMPLETED	0	4.9s	592.3 MB
80	generate_data_benchmark (grid row: 79)	COMPLETED	0	4.8s	592.3 MB
81	generate_data_benchmark (grid row: 80)	COMPLETED	0	4.7s	592.3 MB
82	generate_data_benchmark (grid row: 81)	COMPLETED	0	4.7s	592.3 MB
83	generate_data_benchmark (grid row: 82)	COMPLETED	0	4.5s	592.3 MB
84	generate_data_benchmark (grid row: 83)	COMPLETED	0	4.2s	592.3 MB
86	generate_data_benchmark (grid row: 85)	COMPLETED	0	4.2s	592.3 MB
85	generate_data_benchmark (grid row: 84)	COMPLETED	0	4s	592.3 MB
87	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 1)	COMPLETED	0	1.5s	396.2 MB
89	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 1)	COMPLETED	0	7.5s	593.3 MB
90	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 1)	COMPLETED	0	7.8s	606.9 MB
103	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 4)	COMPLETED	0	7.4s	613.2 MB
106	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 3)	COMPLETED	0	6.9s	594.4 MB
107	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 3)	COMPLETED	0	6.8s	596.5 MB
110	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 3)	COMPLETED	0	5.8s	644.3 MB
111	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 8)	COMPLETED	0	1.7s	396.3 MB
88	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 1)	COMPLETED	0	7s	594.6 MB
92	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 1)	COMPLETED	0	6s	646.3 MB
91	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 1)	COMPLETED	0	6.9s	613.4 MB
93	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 2)	COMPLETED	0	1.4s	396.2 MB
95	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 2)	COMPLETED	0	6.4s	594.5 MB
94	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 2)	COMPLETED	0	6.4s	596.2 MB
97	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 2)	COMPLETED	0	6.9s	610.1 MB
109	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 3)	COMPLETED	0	7.5s	620.8 MB
96	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 2)	COMPLETED	0	7.4s	605.9 MB
99	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 4)	COMPLETED	0	1.5s	396 MB
98	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 2)	COMPLETED	0	6s	644.3 MB
100	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 4)	COMPLETED	0	6.4s	594.3 MB
101	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 4)	COMPLETED	0	6.4s	595.8 MB
102	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 4)	COMPLETED	0	6.7s	606.2 MB
104	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 4)	COMPLETED	0	6.5s	644.3 MB
105	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 3)	COMPLETED	0	1.6s	396 MB
108	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 3)	COMPLETED	0	7s	607.6 MB
118	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 10)	COMPLETED	0	11.1s	631.9 MB
117	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 10)	COMPLETED	0	1.7s	395.9 MB
119	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 10)	COMPLETED	0	11.6s	633.3 MB
120	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 10)	COMPLETED	0	12.1s	673.4 MB
121	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 10)	COMPLETED	0	12.2s	662.9 MB
114	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 8)	COMPLETED	0	12.1s	662.9 MB
115	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 8)	COMPLETED	0	12.2s	662.7 MB
116	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 8)	COMPLETED	0	8.4s	677.3 MB
123	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 11)	COMPLETED	0	1.6s	396.3 MB
122	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 10)	COMPLETED	0	8.2s	674.9 MB
129	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 29)	COMPLETED	0	1.5s	396 MB
128	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 11)	COMPLETED	0	15.9s	736.8 MB
131	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 29)	COMPLETED	0	11.2s	620.5 MB
130	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 29)	COMPLETED	0	11.7s	621.6 MB
132	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 29)	COMPLETED	0	11.9s	649.9 MB
133	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 29)	COMPLETED	0	12.2s	655.9 MB
112	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 8)	COMPLETED	0	11.7s	630.8 MB
113	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 8)	COMPLETED	0	11.6s	634.8 MB
135	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 30)	COMPLETED	0	1.5s	396.2 MB
134	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 29)	COMPLETED	0	17s	659.2 MB
137	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 30)	COMPLETED	0	8.4s	623.8 MB
136	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 30)	COMPLETED	0	8.4s	620.5 MB
138	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 30)	COMPLETED	0	8.9s	655.4 MB
139	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 30)	COMPLETED	0	9.6s	655.7 MB
140	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 30)	COMPLETED	0	14.9s	674.3 MB
141	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 31)	COMPLETED	0	1.5s	396.2 MB
142	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 31)	COMPLETED	0	25s	625.2 MB
144	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 31)	COMPLETED	0	26s	646 MB
145	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 31)	COMPLETED	0	25.9s	671.6 MB
143	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 31)	COMPLETED	0	24.9s	626.2 MB
146	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 31)	COMPLETED	0	7.9s	655.1 MB
147	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 32)	COMPLETED	0	1.7s	395.7 MB
152	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 32)	COMPLETED	0	8.1s	648 MB
153	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 34)	COMPLETED	0	1.5s	396.2 MB
155	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 34)	COMPLETED	0	25.3s	625.8 MB
156	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 34)	COMPLETED	0	26.2s	645.9 MB
157	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 34)	COMPLETED	0	26s	660.2 MB
159	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 35)	COMPLETED	0	1.5s	396.2 MB
160	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 35)	COMPLETED	0	25s	624.6 MB
158	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 34)	COMPLETED	0	8s	648.1 MB
161	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 35)	COMPLETED	0	25.1s	625.5 MB
163	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 35)	COMPLETED	0	25.9s	660.2 MB
164	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 35)	COMPLETED	0	8s	648 MB
165	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 33)	COMPLETED	0	1.4s	396.3 MB
167	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 33)	COMPLETED	0	25s	626.8 MB
169	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 33)	COMPLETED	0	26.5s	675.6 MB
170	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 33)	COMPLETED	0	8.5s	648 MB
172	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 5)	COMPLETED	0	6.8s	595.7 MB
171	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 5)	COMPLETED	0	1.4s	396.2 MB
174	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 5)	COMPLETED	0	6.8s	605.1 MB
173	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 5)	COMPLETED	0	7.1s	598.1 MB
184	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 7)	COMPLETED	0	11.2s	628.7 MB
185	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 7)	COMPLETED	0	11.3s	636.1 MB
186	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 7)	COMPLETED	0	11.9s	657.5 MB
187	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 7)	COMPLETED	0	12s	661.7 MB
188	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 7)	COMPLETED	0	9s	671.2 MB
166	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 33)	COMPLETED	0	24.9s	627.2 MB
175	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 5)	COMPLETED	0	6.9s	610.5 MB
177	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 6)	COMPLETED	0	1.6s	396 MB
178	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 6)	COMPLETED	0	11.5s	633.8 MB
176	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 5)	COMPLETED	0	6.2s	648.3 MB
180	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 6)	COMPLETED	0	12.1s	662.4 MB
179	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 6)	COMPLETED	0	11.5s	637.7 MB
181	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 6)	COMPLETED	0	12.5s	664.2 MB
182	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 6)	COMPLETED	0	9s	679.5 MB
183	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 7)	COMPLETED	0	1.5s	396.3 MB
189	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 9)	COMPLETED	0	1.5s	396.2 MB
195	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 12)	COMPLETED	0	1.8s	396 MB
149	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 32)	COMPLETED	0	25.2s	625.4 MB
148	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 32)	COMPLETED	0	25.1s	625 MB
150	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 32)	COMPLETED	0	26s	645.8 MB
151	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 32)	COMPLETED	0	25.8s	661.7 MB
154	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 34)	COMPLETED	0	25.5s	625.6 MB
200	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 12)	COMPLETED	0	15.9s	729.4 MB
201	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 14)	COMPLETED	0	1.6s	396.3 MB
162	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 35)	COMPLETED	0	26.5s	645.6 MB
206	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 14)	COMPLETED	0	16.1s	737.4 MB
207	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 13)	COMPLETED	0	1.6s	396.2 MB
168	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 33)	COMPLETED	0	26.8s	645.7 MB
213	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 16)	COMPLETED	0	2.1s	396.2 MB
212	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 13)	COMPLETED	0	15.8s	721.4 MB
190	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 9)	COMPLETED	0	11.5s	632.3 MB
191	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 9)	COMPLETED	0	11.4s	635.7 MB
192	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 9)	COMPLETED	0	12s	664.9 MB
194	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 9)	COMPLETED	0	8.4s	675.6 MB
193	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 9)	COMPLETED	0	12.3s	658.6 MB
219	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 17)	COMPLETED	0	2.6s	423.9 MB
225	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 15)	COMPLETED	0	1.6s	396.2 MB
231	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 19)	COMPLETED	0	1.9s	396.2 MB
230	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 15)	COMPLETED	0	16.4s	776.5 MB
237	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 18)	COMPLETED	0	2.2s	461.3 MB
243	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 20)	COMPLETED	0	1.8s	396.3 MB
126	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 11)	COMPLETED	0	1m 22s	754.5 MB
127	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 11)	COMPLETED	0	1m 22s	733.6 MB
125	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 11)	COMPLETED	0	1m 20s	667.5 MB
249	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 22)	COMPLETED	0	2.4s	470.2 MB
124	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 11)	COMPLETED	0	1m 20s	659.4 MB
255	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 26)	COMPLETED	0	1.6s	396 MB
256	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 26)	COMPLETED	0	9.8s	620.2 MB
257	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 26)	COMPLETED	0	9.8s	624.1 MB
266	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 28)	COMPLETED	0	16.7s	682.1 MB
269	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 27)	COMPLETED	0	10.3s	624.7 MB
270	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 27)	COMPLETED	0	10.6s	649.9 MB
271	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 27)	COMPLETED	0	10.7s	655.9 MB
274	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 37)	COMPLETED	0	11.6s	658.3 MB
275	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 37)	COMPLETED	0	11.5s	657.3 MB
261	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 28)	COMPLETED	0	1.4s	396.3 MB
262	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 28)	COMPLETED	0	11s	620.4 MB
264	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 28)	COMPLETED	0	11.4s	649.9 MB
263	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 28)	COMPLETED	0	10.8s	620.4 MB
265	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 28)	COMPLETED	0	11.6s	667.2 MB
258	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 26)	COMPLETED	0	10.2s	650 MB
259	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 26)	COMPLETED	0	10.4s	655.8 MB
260	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 26)	COMPLETED	0	15.7s	674.5 MB
267	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 27)	COMPLETED	0	1.5s	396 MB
268	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 27)	COMPLETED	0	9.8s	620.1 MB
273	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 37)	COMPLETED	0	1.5s	396.3 MB
279	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 36)	COMPLETED	0	1.7s	396.2 MB
283	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 36)	COMPLETED	0	13.1s	689.8 MB
285	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 39)	COMPLETED	0	1.8s	396 MB
286	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 39)	COMPLETED	0	11.8s	659.2 MB
287	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 39)	COMPLETED	0	11.7s	660.3 MB
288	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 39)	COMPLETED	0	12.2s	679.6 MB
289	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 39)	COMPLETED	0	12.5s	684.5 MB
290	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 39)	COMPLETED	0	9.2s	679 MB
284	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 36)	COMPLETED	0	10s	677.4 MB
291	run_method_benchmark (method: GCM_semi_supervised_oracle_oracle_1; grid row: 38)	COMPLETED	0	1.8s	395.9 MB
293	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 38)	COMPLETED	0	12.1s	659.4 MB
294	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 38)	COMPLETED	0	12.5s	676.2 MB
250	run_method_benchmark (method: GCM_semi_supervised_LASSO_LASSO_2; grid row: 22)	COMPLETED	0	49.9s	801.2 MB
251	run_method_benchmark (method: GCM_semi_supervised_PLASSO_PLASSO_3; grid row: 22)	COMPLETED	0	50.4s	815.8 MB
252	run_method_benchmark (method: dCRT_semi_supervised_LASSO_LASSO_4; grid row: 22)	COMPLETED	0	53.9s	1.1 GB
254	run_method_benchmark (method: MaxwayCRT_semi_supervised_LASSO_LASSO_6; grid row: 22)	COMPLETED	0	43s	1.1 GB
253	run_method_benchmark (method: dCRT_semi_supervised_PLASSO_PLASSO_5; grid row: 22)	COMPLETED	0	50.1s	1.1 GB
