task_id	name	status	exit	realtime	peak_vmem
1	obtain_basic_info	COMPLETED	0	402ms	375.8 MB
31	generate_data_benchmark (grid row: 30)	COMPLETED	0	1.6s	375.8 MB
38	generate_data_benchmark (grid row: 37)	COMPLETED	0	2.9s	586.4 MB
3	generate_data_benchmark (grid row: 2)	COMPLETED	0	1.8s	375.8 MB
4	generate_data_benchmark (grid row: 3)	COMPLETED	0	1.7s	377.7 MB
2	generate_data_benchmark (grid row: 1)	COMPLETED	0	1.8s	375.8 MB
5	generate_data_benchmark (grid row: 4)	COMPLETED	0	1.8s	580.3 MB
6	generate_data_benchmark (grid row: 5)	COMPLETED	0	1.8s	375.8 MB
7	generate_data_benchmark (grid row: 6)	COMPLETED	0	2.1s	375.8 MB
8	generate_data_benchmark (grid row: 7)	COMPLETED	0	2.1s	375.8 MB
41	generate_data_benchmark (grid row: 40)	COMPLETED	0	3.1s	604.6 MB
9	generate_data_benchmark (grid row: 8)	COMPLETED	0	2s	375.8 MB
10	generate_data_benchmark (grid row: 9)	COMPLETED	0	2.1s	375.8 MB
11	generate_data_benchmark (grid row: 10)	COMPLETED	0	2.2s	375.8 MB
12	generate_data_benchmark (grid row: 11)	COMPLETED	0	2.8s	597.1 MB
13	generate_data_benchmark (grid row: 12)	COMPLETED	0	2.7s	597.1 MB
14	generate_data_benchmark (grid row: 13)	COMPLETED	0	3.4s	597.1 MB
16	generate_data_benchmark (grid row: 15)	COMPLETED	0	2.9s	597.1 MB
15	generate_data_benchmark (grid row: 14)	COMPLETED	0	2.9s	597.1 MB
42	generate_data_benchmark (grid row: 41)	COMPLETED	0	5.9s	678.3 MB
17	generate_data_benchmark (grid row: 16)	COMPLETED	0	4.2s	635 MB
18	generate_data_benchmark (grid row: 17)	COMPLETED	0	4.2s	635 MB
19	generate_data_benchmark (grid row: 18)	COMPLETED	0	4.1s	635 MB
21	generate_data_benchmark (grid row: 20)	COMPLETED	0	4.2s	635 MB
20	generate_data_benchmark (grid row: 19)	COMPLETED	0	4.1s	635 MB
23	generate_data_benchmark (grid row: 22)	COMPLETED	0	6.4s	726 MB
22	generate_data_benchmark (grid row: 21)	COMPLETED	0	7.2s	726 MB
24	generate_data_benchmark (grid row: 23)	COMPLETED	0	7s	726 MB
60	generate_data_benchmark (grid row: 59)	COMPLETED	0	2.1s	375.8 MB
25	generate_data_benchmark (grid row: 24)	COMPLETED	0	6.8s	726 MB
26	generate_data_benchmark (grid row: 25)	COMPLETED	0	6.9s	726 MB
28	generate_data_benchmark (grid row: 27)	COMPLETED	0	1.8s	563.3 MB
27	generate_data_benchmark (grid row: 26)	COMPLETED	0	1.7s	375.8 MB
29	generate_data_benchmark (grid row: 28)	COMPLETED	0	1.6s	389.2 MB
30	generate_data_benchmark (grid row: 29)	COMPLETED	0	1.7s	375.8 MB
32	generate_data_benchmark (grid row: 31)	COMPLETED	0	1.8s	375.8 MB
66	generate_data_benchmark (grid row: 65)	COMPLETED	0	2s	375.8 MB
33	generate_data_benchmark (grid row: 32)	COMPLETED	0	1.8s	375.8 MB
34	generate_data_benchmark (grid row: 33)	COMPLETED	0	1.7s	377.7 MB
36	generate_data_benchmark (grid row: 35)	COMPLETED	0	1.9s	375.8 MB
35	generate_data_benchmark (grid row: 34)	COMPLETED	0	1.8s	375.8 MB
37	generate_data_benchmark (grid row: 36)	COMPLETED	0	2.9s	604.6 MB
39	generate_data_benchmark (grid row: 38)	COMPLETED	0	3.1s	604.6 MB
40	generate_data_benchmark (grid row: 39)	COMPLETED	0	3.1s	604.6 MB
76	generate_data_benchmark (grid row: 75)	COMPLETED	0	2.1s	375.8 MB
74	generate_data_benchmark (grid row: 73)	COMPLETED	0	2.1s	592.3 MB
43	generate_data_benchmark (grid row: 42)	COMPLETED	0	6s	678.3 MB
44	generate_data_benchmark (grid row: 43)	COMPLETED	0	5.8s	678.3 MB
