task_id	name	status	exit	realtime	peak_vmem
1	obtain_basic_info	COMPLETED	0	396ms	375.8 MB
5	generate_data_benchmark (grid row: 4)	COMPLETED	0	1.8s	375.8 MB
25	generate_data_benchmark (grid row: 24)	COMPLETED	0	6.7s	740.6 MB
2	generate_data_benchmark (grid row: 1)	COMPLETED	0	1.7s	594.9 MB
4	generate_data_benchmark (grid row: 3)	COMPLETED	0	1.8s	375.8 MB
6	generate_data_benchmark (grid row: 5)	COMPLETED	0	1.8s	375.8 MB
7	generate_data_benchmark (grid row: 6)	COMPLETED	0	2.2s	606.3 MB
3	generate_data_benchmark (grid row: 2)	COMPLETED	0	1.9s	594.9 MB
8	generate_data_benchmark (grid row: 7)	COMPLETED	0	2.1s	375.8 MB
9	generate_data_benchmark (grid row: 8)	COMPLETED	0	2.4s	593.1 MB
10	generate_data_benchmark (grid row: 9)	COMPLETED	0	2.2s	606.3 MB
11	generate_data_benchmark (grid row: 10)	COMPLETED	0	2.2s	375.8 MB
13	generate_data_benchmark (grid row: 12)	COMPLETED	0	2.7s	606.9 MB
12	generate_data_benchmark (grid row: 11)	COMPLETED	0	2.8s	611.7 MB
14	generate_data_benchmark (grid row: 13)	COMPLETED	0	2.8s	611.7 MB
15	generate_data_benchmark (grid row: 14)	COMPLETED	0	2.8s	611.7 MB
49	generate_data_benchmark (grid row: 48)	COMPLETED	0	2s	606.7 MB
20	generate_data_benchmark (grid row: 19)	COMPLETED	0	4.1s	649.6 MB
21	generate_data_benchmark (grid row: 20)	COMPLETED	0	4.1s	649.6 MB
22	generate_data_benchmark (grid row: 21)	COMPLETED	0	6.9s	740.6 MB
23	generate_data_benchmark (grid row: 22)	COMPLETED	0	6.8s	740.6 MB
55	generate_data_benchmark (grid row: 54)	COMPLETED	0	2.1s	375.8 MB
17	generate_data_benchmark (grid row: 16)	COMPLETED	0	4.1s	649.6 MB
18	generate_data_benchmark (grid row: 17)	COMPLETED	0	4.1s	649.6 MB
16	generate_data_benchmark (grid row: 15)	COMPLETED	0	2.9s	611.7 MB
19	generate_data_benchmark (grid row: 18)	COMPLETED	0	3.9s	649.6 MB
24	generate_data_benchmark (grid row: 23)	COMPLETED	0	6.7s	740.6 MB
26	generate_data_benchmark (grid row: 25)	COMPLETED	0	7.4s	740.6 MB
28	generate_data_benchmark (grid row: 27)	COMPLETED	0	1.7s	375.8 MB
27	generate_data_benchmark (grid row: 26)	COMPLETED	0	1.7s	377.7 MB
30	generate_data_benchmark (grid row: 29)	COMPLETED	0	1.7s	375.8 MB
34	generate_data_benchmark (grid row: 33)	COMPLETED	0	1.8s	375.8 MB
35	generate_data_benchmark (grid row: 34)	COMPLETED	0	1.8s	375.8 MB
37	generate_data_benchmark (grid row: 36)	COMPLETED	0	3.1s	620.4 MB
36	generate_data_benchmark (grid row: 35)	COMPLETED	0	1.8s	375.8 MB
29	generate_data_benchmark (grid row: 28)	COMPLETED	0	1.6s	379.3 MB
31	generate_data_benchmark (grid row: 30)	COMPLETED	0	1.7s	379.3 MB
32	generate_data_benchmark (grid row: 31)	COMPLETED	0	2.2s	593.9 MB
33	generate_data_benchmark (grid row: 32)	COMPLETED	0	1.8s	379.3 MB
38	generate_data_benchmark (grid row: 37)	COMPLETED	0	3.1s	620.4 MB
39	generate_data_benchmark (grid row: 38)	COMPLETED	0	3s	607.1 MB
40	generate_data_benchmark (grid row: 39)	COMPLETED	0	3s	620.4 MB
42	generate_data_benchmark (grid row: 41)	COMPLETED	0	5.9s	680.2 MB
41	generate_data_benchmark (grid row: 40)	COMPLETED	0	3s	620.4 MB
43	generate_data_benchmark (grid row: 42)	COMPLETED	0	5.7s	680.2 MB
44	generate_data_benchmark (grid row: 43)	COMPLETED	0	5.9s	680.2 MB
45	generate_data_benchmark (grid row: 44)	COMPLETED	0	6s	680.2 MB
46	generate_data_benchmark (grid row: 45)	COMPLETED	0	6s	680.2 MB
87	run_method_benchmark (method: GCM_supervised_naive_naive_1; grid row: 4)	COMPLETED	0	548ms	375.8 MB
51	generate_data_benchmark (grid row: 50)	COMPLETED	0	2.1s	375.8 MB
52	generate_data_benchmark (grid row: 51)	COMPLETED	0	2.1s	606.2 MB
50	generate_data_benchmark (grid row: 49)	COMPLETED	0	2.2s	606.7 MB
54	generate_data_benchmark (grid row: 53)	COMPLETED	0	2s	606.2 MB
53	generate_data_benchmark (grid row: 52)	COMPLETED	0	2.5s	596.8 MB
48	generate_data_benchmark (grid row: 47)	COMPLETED	0	2s	375.8 MB
47	generate_data_benchmark (grid row: 46)	COMPLETED	0	2.1s	606.7 MB
59	generate_data_benchmark (grid row: 58)	COMPLETED	0	2.1s	605.3 MB
58	generate_data_benchmark (grid row: 57)	COMPLETED	0	2.1s	605.4 MB
60	generate_data_benchmark (grid row: 59)	COMPLETED	0	2.1s	375.8 MB
61	generate_data_benchmark (grid row: 60)	COMPLETED	0	2.1s	375.8 MB
62	generate_data_benchmark (grid row: 61)	COMPLETED	0	2.1s	375.8 MB
89	run_method_benchmark (method: GCM_supervised_PLASSO_PLASSO_3; grid row: 4)	COMPLETED	0	5s	627.4 MB
88	run_method_benchmark (method: GCM_supervised_LASSO_LASSO_2; grid row: 4)	COMPLETED	0	4.7s	625.7 MB
90	run_method_benchmark (method: dCRT_supervised_LASSO_naive_4; grid row: 4)	COMPLETED	0	4.5s	619.5 MB
92	run_method_benchmark (method: dCRT_supervised_PLASSO_naive_6; grid row: 4)	COMPLETED	0	4.4s	615.7 MB
99	run_method_benchmark (method: GCM_supervised_naive_naive_1; grid row: 24)	COMPLETED	0	1.2s	375.8 MB
56	generate_data_benchmark (grid row: 55)	COMPLETED	0	2.1s	375.8 MB
57	generate_data_benchmark (grid row: 56)	COMPLETED	0	2.2s	605.3 MB
64	generate_data_benchmark (grid row: 63)	COMPLETED	0	2.2s	604.8 MB
65	generate_data_benchmark (grid row: 64)	COMPLETED	0	2.1s	604.8 MB
67	generate_data_benchmark (grid row: 66)	COMPLETED	0	2.3s	375.8 MB
66	generate_data_benchmark (grid row: 65)	COMPLETED	0	2.2s	375.8 MB
68	generate_data_benchmark (grid row: 67)	COMPLETED	0	2s	375.8 MB
97	run_method_benchmark (method: dCRT_supervised_PLASSO_PLASSO_11; grid row: 4)	COMPLETED	0	5.2s	617.8 MB
63	generate_data_benchmark (grid row: 62)	COMPLETED	0	2s	375.8 MB
72	generate_data_benchmark (grid row: 71)	COMPLETED	0	2.2s	606.3 MB
73	generate_data_benchmark (grid row: 72)	COMPLETED	0	2.4s	606.3 MB
75	generate_data_benchmark (grid row: 74)	COMPLETED	0	2.2s	606.3 MB
74	generate_data_benchmark (grid row: 73)	COMPLETED	0	2.1s	375.8 MB
76	generate_data_benchmark (grid row: 75)	COMPLETED	0	2.2s	606.3 MB
69	generate_data_benchmark (grid row: 68)	COMPLETED	0	1.9s	375.8 MB
70	generate_data_benchmark (grid row: 69)	COMPLETED	0	2.1s	375.8 MB
71	generate_data_benchmark (grid row: 70)	COMPLETED	0	2.1s	606.3 MB
80	generate_data_benchmark (grid row: 79)	COMPLETED	0	2.1s	606.3 MB
81	generate_data_benchmark (grid row: 80)	COMPLETED	0	2.1s	606.3 MB
83	generate_data_benchmark (grid row: 82)	COMPLETED	0	2.3s	375.8 MB
82	generate_data_benchmark (grid row: 81)	COMPLETED	0	2.2s	375.8 MB
102	run_method_benchmark (method: dCRT_supervised_LASSO_naive_4; grid row: 24)	COMPLETED	0	16.3s	1.3 GB
114	run_method_benchmark (method: dCRT_supervised_LASSO_naive_4; grid row: 1)	COMPLETED	0	4.1s	611.9 MB
113	run_method_benchmark (method: GCM_supervised_PLASSO_PLASSO_3; grid row: 1)	COMPLETED	0	5.1s	628.3 MB
123	run_method_benchmark (method: GCM_supervised_naive_naive_1; grid row: 3)	COMPLETED	0	499ms	379.3 MB
77	generate_data_benchmark (grid row: 76)	COMPLETED	0	2.2s	606.3 MB
78	generate_data_benchmark (grid row: 77)	COMPLETED	0	2.2s	606.3 MB
79	generate_data_benchmark (grid row: 78)	COMPLETED	0	2.2s	606.3 MB
122	run_method_benchmark (method: MaxwayCRT_supervised_LASSO_LASSO_12; grid row: 1)	COMPLETED	0	3.8s	620.5 MB
84	generate_data_benchmark (grid row: 83)	COMPLETED	0	2.2s	606.3 MB
85	generate_data_benchmark (grid row: 84)	COMPLETED	0	2.1s	375.8 MB
86	generate_data_benchmark (grid row: 85)	COMPLETED	0	2.1s	375.8 MB
95	run_method_benchmark (method: dCRT_supervised_LASSO_LASSO_9; grid row: 4)	COMPLETED	0	5.1s	613.4 MB
96	run_method_benchmark (method: dCRT_supervised_PLASSO_naive_10; grid row: 4)	COMPLETED	0	3.8s	611.9 MB
98	run_method_benchmark (method: MaxwayCRT_supervised_LASSO_LASSO_12; grid row: 4)	COMPLETED	0	3.9s	619.1 MB
130	run_method_benchmark (method: dCRT_supervised_LASSO_naive_8; grid row: 3)	COMPLETED	0	3.9s	608 MB
91	run_method_benchmark (method: dCRT_supervised_LASSO_LASSO_5; grid row: 4)	COMPLETED	0	5.5s	614.3 MB
93	run_method_benchmark (method: dCRT_supervised_PLASSO_PLASSO_7; grid row: 4)	COMPLETED	0	5.6s	617.8 MB
94	run_method_benchmark (method: dCRT_supervised_LASSO_naive_8; grid row: 4)	COMPLETED	0	3.7s	611.9 MB
103	run_method_benchmark (method: dCRT_supervised_LASSO_LASSO_5; grid row: 24)	COMPLETED	0	23.1s	1.2 GB
104	run_method_benchmark (method: dCRT_supervised_PLASSO_naive_6; grid row: 24)	COMPLETED	0	17.2s	1.3 GB
105	run_method_benchmark (method: dCRT_supervised_PLASSO_PLASSO_7; grid row: 24)	COMPLETED	0	23.7s	1.2 GB
106	run_method_benchmark (method: dCRT_supervised_LASSO_naive_8; grid row: 24)	COMPLETED	0	15.8s	1.1 GB
108	run_method_benchmark (method: dCRT_supervised_PLASSO_naive_10; grid row: 24)	COMPLETED	0	16.3s	1.1 GB
136	run_method_benchmark (method: GCM_supervised_LASSO_LASSO_2; grid row: 5)	COMPLETED	0	4.5s	622.5 MB
137	run_method_benchmark (method: GCM_supervised_PLASSO_PLASSO_3; grid row: 5)	COMPLETED	0	4.7s	623.1 MB
147	run_method_benchmark (method: GCM_supervised_naive_naive_1; grid row: 6)	COMPLETED	0	552ms	375.8 MB
